,All occupied household spaces,One person,Two people,Three people,Four people,Five people,Six people,Seven people,Eight or more people
S01012199,309,98,87,65,37,18,3,1,0
S01012200,278,86,92,44,36,19,1,0,0
S01012201,318,90,104,51,52,15,6,0,0
S01012202,239,56,86,34,50,10,3,0,0
S01012203,316,63,136,54,48,10,3,1,1
S01012204,270,30,90,56,65,25,3,0,1
S01012205,273,56,115,36,52,12,1,1,0
S01012206,317,62,98,69,61,25,2,0,0
S01012207,401,130,120,70,60,20,1,0,0
S01012208,457,152,140,65,73,24,3,0,0
S01012209,318,104,105,41,46,17,4,1,0
S01012210,385,165,107,59,37,16,1,0,0
S01012211,408,146,127,56,59,19,1,0,0
S01012212,304,51,127,62,52,9,3,0,0
S01012213,336,61,146,73,45,10,1,0,0
S01012214,282,71,102,44,53,10,2,0,0
S01012215,329,61,129,58,58,20,3,0,0
S01012216,282,66,95,49,56,15,0,1,0
S01012217,267,110,75,44,23,14,1,0,0
S01012218,228,98,55,35,28,10,2,0,0
S01012219,415,164,138,66,31,12,4,0,0
S01012220,367,202,104,37,18,3,1,1,1
S01012221,332,155,104,40,22,10,0,1,0
S01012222,402,169,142,46,36,4,3,0,2
S01012223,360,160,104,48,36,9,1,1,1
S01012224,333,106,112,51,42,17,4,1,0
S01012225,459,166,119,79,60,25,8,0,2
S01012226,287,67,95,59,42,19,3,0,2
S01012227,260,59,84,47,52,15,3,0,0
S01012228,252,41,86,51,51,18,3,1,1
S01012229,323,111,118,49,37,6,2,0,0
S01012230,392,106,140,75,58,11,1,1,0
S01012231,289,45,85,55,80,17,5,1,1
S01012232,318,60,93,62,81,20,2,0,0
S01012233,341,39,130,77,67,16,10,1,1
S01012234,393,74,107,93,83,33,3,0,0
S01012235,192,39,86,33,26,5,3,0,0
S01012236,278,99,85,48,37,8,0,0,1
S01012237,319,76,107,58,57,17,4,0,0
S01012238,309,142,85,45,30,6,0,1,0
S01012239,274,107,80,44,31,11,0,0,1
S01012240,391,149,120,59,42,18,3,0,0
S01012241,232,53,96,28,42,9,2,1,1
S01012242,307,61,110,49,65,20,2,0,0
S01012243,244,59,67,53,42,16,5,2,0
S01012244,347,58,141,54,65,26,2,1,0
S01012245,335,118,118,36,46,14,3,0,0
S01012246,301,58,106,49,50,33,4,1,0
S01012247,303,67,133,45,48,7,3,0,0
S01012248,332,82,127,45,55,14,7,1,1
S01012249,365,95,130,75,45,17,3,0,0
S01012250,301,86,132,30,37,13,3,0,0
S01012251,457,180,144,64,53,14,0,1,1
S01012252,333,128,101,51,40,9,3,1,0
S01012253,508,282,147,41,22,13,2,1,0
S01012254,399,148,129,60,44,14,3,0,1
S01012255,475,221,173,39,36,5,1,0,0
S01012256,327,45,133,69,55,21,4,0,0
S01012257,412,116,159,72,52,11,1,1,0
S01012258,297,50,131,41,53,20,2,0,0
S01012259,277,81,121,28,37,9,1,0,0
S01012260,368,113,119,58,59,18,1,0,0
S01012261,322,53,115,49,76,26,2,1,0
S01012262,343,101,134,44,43,12,6,1,2
S01012263,366,168,109,53,29,5,1,1,0
S01012264,222,81,76,35,20,8,0,2,0
S01012265,340,102,120,54,45,10,9,0,0
S01012266,536,211,202,63,49,9,1,1,0
S01012267,318,98,135,40,34,9,1,1,0
S01012268,265,83,82,41,41,15,3,0,0
S01012269,461,164,163,57,57,15,1,3,1
S01012270,348,114,125,51,42,9,5,1,1
S01012271,421,98,168,65,62,24,3,0,1
S01012272,305,89,105,49,42,16,4,0,0
S01012273,297,63,140,40,39,12,3,0,0
S01012274,432,147,167,54,47,17,0,0,0
S01012275,450,228,136,52,27,6,1,0,0
S01012276,463,203,146,55,45,11,1,2,0
S01012277,482,169,167,68,57,17,3,1,0
S01012278,401,238,89,38,25,9,2,0,0
S01012279,407,186,129,51,30,10,0,1,0
S01012280,409,128,137,74,49,16,3,1,1
S01012281,371,173,110,53,25,9,0,1,0
S01012282,466,187,166,47,57,6,3,0,0
S01012283,369,123,108,62,62,9,5,0,0
S01012284,436,230,125,46,24,9,1,0,1
S01012285,266,86,121,32,22,5,0,0,0
S01012286,493,158,199,71,50,11,3,1,0
S01012287,479,196,141,84,44,12,1,0,1
S01012288,377,161,111,53,36,13,3,0,0
S01012289,411,149,164,50,32,14,2,0,0
S01012290,292,132,77,44,28,11,0,0,0
S01012291,421,135,147,48,70,18,3,0,0
S01012292,341,120,139,30,35,13,4,0,0
S01012293,212,70,72,37,20,7,5,1,0
S01012294,371,101,131,65,61,10,3,0,0
S01012295,280,65,79,62,58,10,4,0,2
S01012296,330,66,106,53,80,20,4,1,0
S01012297,253,63,110,34,29,14,3,0,0
S01012298,374,130,130,53,47,13,0,0,1
S01012299,257,47,117,45,38,9,0,1,0
S01012300,294,103,98,38,43,9,3,0,0
S01012301,407,91,186,59,49,19,3,0,0
S01012302,240,65,105,25,27,11,6,1,0
S01012303,378,93,158,54,46,22,4,1,0
S01012304,424,108,183,54,53,22,3,1,0
S01012305,333,127,118,41,31,13,2,0,1
S01012306,308,150,90,30,23,11,2,1,1
S01012307,323,144,108,39,27,3,2,0,0
S01012308,334,75,117,61,61,15,4,1,0
S01012309,245,71,107,31,24,11,1,0,0
S01012310,427,131,205,46,28,15,1,1,0
S01012311,263,90,103,32,25,9,4,0,0
S01012312,439,122,186,59,48,15,7,0,2
S01012313,345,102,142,53,30,16,1,1,0
S01012314,365,106,128,61,52,13,3,1,1
S01012315,400,207,131,31,21,7,3,0,0
S01012316,315,122,128,36,20,8,1,0,0
S01012317,209,42,75,33,36,16,6,1,0
S01012318,329,81,121,60,49,15,3,0,0
S01012319,343,104,140,41,38,14,5,0,1
S01012320,276,68,91,57,39,18,2,0,1
S01012321,339,99,139,33,46,20,2,0,0
S01012322,453,125,213,44,55,14,2,0,0
S01012323,403,111,194,47,36,10,3,2,0
S01012324,365,108,161,45,34,14,3,0,0
S01012325,301,86,164,31,17,3,0,0,0
S01012326,310,172,88,23,20,4,0,2,1
S01012327,366,109,149,60,28,17,3,0,0
S01012328,293,124,121,25,14,7,2,0,0
S01012329,381,106,176,43,37,18,1,0,0
S01012330,280,85,128,32,30,5,0,0,0
S01012331,265,67,98,36,53,11,0,0,0
S01012332,435,113,189,59,52,20,2,0,0
S01012333,452,124,204,57,45,22,0,0,0
S01012334,365,93,169,46,40,15,2,0,0
S01012335,414,105,150,73,72,11,1,1,1
S01012336,275,75,122,39,30,7,2,0,0
S01012337,453,212,144,51,40,5,1,0,0
S01012338,384,195,125,27,21,12,3,1,0
S01012339,366,221,101,23,16,5,0,0,0
S01012340,477,170,162,73,48,20,3,0,1
S01012341,404,94,184,47,59,19,0,1,0
S01012342,403,121,168,47,54,11,1,0,1
S01012343,448,120,210,53,48,16,1,0,0
S01012344,296,120,109,36,24,5,2,0,0
S01012345,321,98,125,55,34,5,3,0,1
S01012346,361,126,133,42,43,15,2,0,0
S01012347,364,127,135,43,48,10,1,0,0
S01012348,325,87,148,39,40,8,2,1,0
S01012349,402,110,161,70,52,7,1,0,1
S01012350,337,96,131,51,40,15,3,0,1
S01012351,373,114,125,66,58,6,2,2,0
S01012352,350,135,114,52,35,10,3,1,0
S01012353,453,261,128,34,25,5,0,0,0
S01012354,385,157,136,43,41,7,1,0,0
S01012355,377,110,153,52,41,14,6,1,0
S01012356,320,111,137,34,24,14,0,0,0
S01012357,355,74,184,43,34,16,3,1,0
S01012358,343,79,177,41,32,9,3,0,2
S01012359,367,124,139,55,30,17,1,1,0
S01012360,324,98,87,61,52,16,7,2,1
S01012361,275,83,94,51,23,19,5,0,0
S01012362,306,65,90,64,48,33,4,1,1
S01012363,575,322,167,51,29,4,0,1,1
S01012364,375,190,121,35,20,5,4,0,0
S01012365,443,142,182,69,40,10,0,0,0
S01012366,513,276,162,44,25,6,0,0,0
S01012367,420,118,189,52,47,12,1,0,1
S01012368,261,69,119,34,32,6,0,1,0
S01012369,375,97,152,54,54,15,3,0,0
S01012370,516,255,158,51,41,10,1,0,0
S01012371,486,235,159,52,31,6,3,0,0
S01012372,450,261,129,31,23,4,1,0,1
S01012373,479,182,185,42,55,8,6,1,0
S01012374,402,105,156,76,53,10,1,1,0
S01012375,429,138,155,76,48,12,0,0,0
S01012376,407,105,160,63,53,22,4,0,0
S01012377,324,107,124,53,24,16,0,0,0
S01012378,250,52,130,32,24,9,3,0,0
S01012379,227,62,101,26,20,12,5,0,1
S01012380,423,158,139,67,44,13,0,2,0
S01012381,456,222,145,43,29,15,2,0,0
S01012382,437,133,165,69,57,9,2,2,0
S01012383,424,164,170,50,30,9,1,0,0
S01012384,267,114,91,36,20,5,1,0,0
S01012385,332,125,117,45,34,8,2,1,0
S01012386,440,155,144,66,49,18,7,0,1
S01012387,407,111,171,57,43,21,2,0,2
S01012388,306,98,120,30,39,12,5,0,2
S01012389,339,88,102,59,54,27,5,0,4
S01012390,307,88,100,43,45,20,7,2,2
S01012391,412,93,129,69,66,42,10,2,1
S01012392,327,103,101,40,55,22,6,0,0
S01012393,377,104,136,67,45,17,4,1,3
S01012394,276,82,92,58,29,10,3,2,0
S01012395,279,103,97,32,30,11,4,1,1
S01012396,312,132,101,37,26,11,4,0,1
S01012397,418,166,164,37,31,16,4,0,0
S01012398,432,186,151,48,32,10,2,1,2
S01012399,287,98,100,48,26,15,0,0,0
S01012400,274,103,91,41,20,16,2,1,0
S01012401,408,198,119,47,32,8,3,1,0
S01012402,184,47,63,25,34,14,1,0,0
S01012403,437,116,158,84,61,12,5,1,0
S01012404,448,166,143,64,55,16,4,0,0
S01012405,274,57,99,35,56,21,5,1,0
S01012406,260,82,85,31,42,14,3,2,1
S01012407,335,97,113,47,48,24,5,1,0
S01012408,250,65,85,28,37,27,7,0,1
S01012409,311,116,104,31,37,18,3,1,1
S01012410,420,110,136,87,54,21,11,1,0
S01012411,410,131,131,62,57,26,2,0,1
S01012412,281,89,93,49,33,13,4,0,0
S01012413,419,121,169,47,61,16,1,2,2
S01012414,341,144,120,33,27,10,6,1,0
S01012415,203,41,74,24,35,16,10,1,2
S01012416,216,54,83,27,28,13,5,3,3
S01012417,299,101,116,42,29,10,1,0,0
S01012418,343,85,164,44,33,12,4,1,0
S01012419,313,70,134,48,30,23,5,2,1
S01012420,362,95,131,68,54,11,3,0,0
S01012421,325,97,134,46,33,13,2,0,0
S01012422,402,131,158,56,38,18,1,0,0
S01012423,346,85,144,55,40,20,0,1,1
S01012424,414,129,151,63,41,20,6,2,2
S01012425,307,129,91,46,32,7,1,0,1
S01012426,237,94,74,38,20,9,2,0,0
S01012427,300,100,105,43,33,15,2,0,2
S01012428,286,78,105,52,37,14,0,0,0
S01012429,286,122,95,41,19,7,2,0,0
S01012430,277,107,107,26,33,4,0,0,0
S01012431,432,168,149,58,34,16,6,1,0
S01012432,352,131,140,41,27,9,3,1,0
S01012433,265,118,92,30,17,7,1,0,0
S01012434,334,136,94,54,32,13,5,0,0
S01012435,311,129,108,25,32,14,2,1,0
S01012436,345,128,106,62,30,15,2,1,1
S01012437,336,117,111,59,31,15,3,0,0
S01012438,260,48,89,50,50,21,2,0,0
S01012439,355,126,131,40,38,15,5,0,0
S01012440,221,57,82,42,29,6,4,1,0
S01012441,387,90,182,51,44,14,5,1,0
S01012442,423,123,149,86,45,15,5,0,0
S01012443,313,79,115,58,45,14,1,1,0
S01012444,292,69,125,44,38,13,3,0,0
S01012445,183,20,56,40,47,15,3,1,1
S01012446,252,113,72,41,20,5,1,0,0
S01012447,354,76,140,65,59,11,3,0,0
S01012448,361,75,125,69,70,19,3,0,0
S01012449,252,69,98,46,29,8,2,0,0
S01012450,322,67,117,59,59,10,7,2,1
S01012451,397,114,177,43,46,15,2,0,0
S01012452,301,123,109,36,26,6,1,0,0
S01012453,322,49,151,43,59,15,5,0,0
S01012454,301,81,134,39,39,8,0,0,0
S01012455,246,47,113,23,47,14,2,0,0
S01012456,300,54,139,39,47,14,5,2,0
S01012457,380,72,208,60,29,10,1,0,0
S01012458,330,69,138,57,44,14,6,1,1
S01012459,271,43,94,58,58,11,6,1,0
S01012460,242,63,105,32,34,7,1,0,0
S01012461,250,82,88,41,31,8,0,0,0
S01012462,386,157,129,69,21,9,1,0,0
S01012463,256,80,89,44,32,6,5,0,0
S01012464,255,56,100,51,30,12,6,0,0
S01012465,286,55,114,62,44,10,1,0,0
S01012466,349,110,126,54,42,13,3,1,0
S01012467,307,89,111,57,37,9,4,0,0
S01012468,316,86,108,58,44,15,5,0,0
S01012469,333,87,139,44,47,12,4,0,0
S01012470,492,205,174,56,45,11,1,0,0
S01012471,352,79,167,45,48,13,0,0,0
S01012472,317,75,153,36,39,10,4,0,0
S01012473,218,34,94,41,39,7,3,0,0
S01012474,371,169,120,38,33,10,0,0,1
S01012475,300,90,130,47,27,5,1,0,0
S01012476,422,121,169,66,50,13,2,1,0
S01012477,283,60,120,53,38,9,3,0,0
S01012478,368,107,130,70,44,15,2,0,0
S01012479,261,45,94,53,53,13,2,1,0
S01012480,339,196,114,25,4,0,0,0,0
S01012481,419,207,128,39,36,5,3,0,1
S01012482,439,244,115,42,31,4,3,0,0
S01012483,570,354,155,35,20,4,2,0,0
S01012484,366,144,115,49,37,16,4,1,0
S01012485,384,133,159,47,31,12,1,0,1
S01012486,268,104,111,21,22,5,5,0,0
S01012487,306,128,102,38,24,14,0,0,0
S01012488,483,226,147,68,32,9,1,0,0
S01012489,553,281,152,60,44,14,2,0,0
S01012490,606,362,158,55,24,4,2,1,0
S01012491,245,123,74,28,15,5,0,0,0
S01012492,490,293,142,34,16,3,1,0,1
S01012493,409,257,98,29,17,6,1,1,0
S01012494,383,120,137,61,44,18,3,0,0
S01012495,496,197,149,87,51,9,2,1,0
S01012496,314,87,110,49,41,18,6,3,0
S01012497,231,85,74,46,16,8,2,0,0
S01012498,343,105,95,63,42,27,9,1,1
S01012499,277,64,104,48,35,16,6,4,0
S01012500,217,79,69,38,22,6,2,1,0
S01012501,260,83,78,49,30,12,6,0,2
S01012502,360,107,129,58,43,19,3,0,1
S01012503,308,131,86,45,32,13,1,0,0
S01012504,282,87,104,42,32,15,2,0,0
S01012505,515,217,179,64,36,13,4,2,0
S01012506,241,98,83,31,24,5,0,0,0
S01012507,482,189,180,70,33,6,3,1,0
S01012508,399,179,122,60,32,5,1,0,0
S01012509,256,98,84,34,28,11,1,0,0
S01012510,381,110,132,73,49,14,3,0,0
S01012511,316,129,106,45,29,6,1,0,0
S01012512,286,87,86,54,42,14,3,0,0
S01012513,234,57,92,40,37,7,1,0,0
S01012514,392,84,131,87,73,15,2,0,0
S01012515,319,150,94,40,24,8,3,0,0
S01012516,301,85,119,53,35,8,1,0,0
S01012517,410,167,123,56,44,17,3,0,0
S01012518,277,113,95,30,30,8,1,0,0
S01012519,279,133,94,24,22,3,2,0,1
S01012520,345,97,141,49,40,13,4,0,1
S01012521,270,126,88,22,26,6,1,1,0
S01012522,360,84,151,54,50,15,5,1,0
S01012523,385,113,144,64,50,13,1,0,0
S01012524,467,218,163,40,32,13,0,1,0
S01012525,341,118,128,51,34,9,1,0,0
S01012526,334,83,140,46,53,10,2,0,0
S01012527,285,77,131,34,31,12,0,0,0
S01012528,337,95,110,50,60,16,4,2,0
S01012529,342,131,111,56,33,7,4,0,0
S01012530,400,126,156,62,37,15,2,1,1
S01012531,332,98,119,58,45,8,4,0,0
S01012532,348,94,142,50,50,12,0,0,0
S01012533,274,115,100,29,22,6,2,0,0
S01012534,288,129,86,34,29,10,0,0,0
S01012535,361,117,114,62,56,10,1,1,0
S01012536,312,80,111,62,42,12,2,2,1
S01012537,334,107,122,56,38,10,1,0,0
S01012538,476,135,174,86,67,13,0,1,0
S01012539,315,100,109,51,45,10,0,0,0
S01012540,299,93,84,63,40,10,7,1,1
S01012541,442,111,164,75,63,24,5,0,0
S01012542,380,102,153,57,54,11,2,0,1
S01012543,276,54,113,48,45,14,2,0,0
S01012544,341,88,131,57,44,15,4,2,0
S01012545,214,73,68,37,27,9,0,0,0
S01012546,322,65,119,65,56,17,0,0,0
S01012547,312,77,129,38,51,10,6,1,0
S01012548,394,138,145,58,43,6,3,0,1
S01012549,251,90,82,45,20,11,1,1,1
S01012550,345,87,128,69,40,15,4,1,1
S01012551,319,57,122,67,55,15,3,0,0
S01012552,352,53,147,72,60,18,2,0,0
S01012553,347,90,119,64,57,13,2,2,0
S01012554,190,41,81,28,30,9,1,0,0
S01012555,211,40,77,43,38,12,1,0,0
S01012556,221,38,98,36,42,7,0,0,0
S01012557,249,42,110,45,28,17,7,0,0
S01012558,279,106,90,47,31,4,1,0,0
S01012559,457,257,129,43,17,11,0,0,0
S01012560,264,98,96,25,31,11,3,0,0
S01012561,365,146,119,45,40,14,0,0,1
S01012562,434,217,147,48,19,2,1,0,0
S01012563,271,62,124,34,39,10,2,0,0
S01012564,373,112,149,48,51,12,1,0,0
S01012565,379,153,139,28,39,14,4,2,0
S01012566,445,252,140,32,17,4,0,0,0
S01012567,557,267,189,53,35,12,1,0,0
S01012568,281,90,111,33,32,13,1,1,0
S01012569,315,81,132,47,36,12,4,2,1
S01012570,197,53,76,37,20,9,1,1,0
S01012571,362,115,135,56,36,16,2,0,2
S01012572,224,66,85,31,29,10,2,1,0
S01012573,325,53,151,53,44,16,6,1,1
S01012574,359,82,145,54,48,23,5,1,1
S01012575,289,79,117,41,43,7,2,0,0
S01012576,370,154,126,36,40,9,3,2,0
S01012577,336,94,120,66,47,6,3,0,0
S01012578,463,193,163,44,39,20,3,0,1
S01012579,287,68,101,51,46,17,2,2,0
S01012580,325,91,134,36,36,26,2,0,0
S01012581,331,113,114,44,34,20,4,2,0
S01012582,365,82,129,68,62,19,3,2,0
S01012583,326,112,120,50,35,7,2,0,0
S01012584,331,95,133,50,41,10,2,0,0
S01012585,404,168,122,55,42,14,3,0,0
S01012586,313,56,118,64,56,15,3,1,0
S01012587,327,57,126,62,56,19,4,1,2
S01012588,256,56,100,49,32,14,3,1,1
S01012589,284,68,109,51,37,15,2,2,0
S01012590,371,146,121,52,33,15,2,2,0
S01012591,385,148,139,53,29,11,1,2,2
S01012592,215,38,74,46,46,8,2,0,1
S01012593,333,68,126,67,60,10,2,0,0
S01012594,212,69,73,37,24,6,3,0,0
S01012595,288,99,103,47,28,9,1,1,0
S01012596,347,103,119,70,42,9,4,0,0
S01012597,177,30,58,46,32,8,1,2,0
S01012598,302,87,125,45,36,9,0,0,0
S01012599,330,136,114,37,32,9,2,0,0
S01012600,308,93,111,52,41,9,2,0,0
S01012601,357,78,132,61,69,14,3,0,0
S01012602,329,184,92,28,19,6,0,0,0
S01012603,337,151,106,41,31,8,0,0,0
S01012604,275,59,110,57,34,13,1,1,0
S01012605,240,75,94,39,26,5,1,0,0
S01012606,249,11,67,64,90,17,0,0,0
S01012607,312,74,122,56,51,8,0,1,0
S01012608,358,117,111,72,46,10,2,0,0
S01012609,383,125,132,69,48,8,1,0,0
S01012610,425,147,139,80,43,13,3,0,0
S01012611,352,102,130,54,52,12,2,0,0
S01012612,294,69,96,62,41,15,7,4,0
S01012613,287,71,109,61,37,6,3,0,0
S01012614,455,133,177,76,61,6,2,0,0
S01012615,306,101,108,49,33,12,3,0,0
S01012616,384,87,153,59,67,18,0,0,0
S01012617,151,22,66,28,30,4,1,0,0
S01012618,209,45,75,34,44,10,1,0,0
S01012619,295,153,92,31,12,7,0,0,0
S01012620,325,81,141,45,45,10,3,0,0
S01012621,277,98,111,37,23,8,0,0,0
S01012622,341,124,113,45,49,9,1,0,0
S01012623,320,128,106,45,34,5,1,1,0
S01012624,334,121,117,48,31,12,4,0,1
S01012625,263,105,96,30,24,7,1,0,0
S01012626,216,60,89,36,23,8,0,0,0
S01012627,241,81,80,48,23,7,2,0,0
S01012628,334,56,111,63,72,24,6,2,0
S01012629,197,53,68,34,31,11,0,0,0
S01012630,508,287,163,32,20,3,2,1,0
S01012631,423,162,119,64,56,17,5,0,0
S01012632,304,74,120,54,38,12,4,2,0
S01012633,283,65,117,44,44,9,2,1,1
S01012634,339,136,125,27,38,12,1,0,0
S01012635,430,81,176,81,68,19,3,1,1
S01012636,250,49,104,50,34,9,3,1,0
S01012637,365,113,111,71,53,16,0,0,1
S01012638,406,150,130,61,55,8,2,0,0
S01012639,360,108,109,74,50,18,1,0,0
S01012640,439,148,170,57,40,22,1,1,0
S01012641,484,193,157,71,49,13,1,0,0
S01012642,380,139,122,64,47,7,1,0,0
S01012643,199,48,69,50,26,6,0,0,0
S01012644,301,89,103,56,33,14,2,2,2
S01012645,368,152,103,53,42,16,0,1,1
S01012646,405,112,133,71,71,13,4,0,1
S01012647,269,43,87,61,60,15,3,0,0
S01012648,229,63,74,49,27,11,3,1,1
S01012649,267,73,90,45,44,14,0,1,0
S01012650,266,83,102,38,35,5,1,1,1
S01012651,327,142,99,46,33,4,2,1,0
S01012652,431,98,168,79,62,19,4,1,0
S01012653,363,101,111,76,49,19,6,1,0
S01012654,326,105,103,45,51,17,3,2,0
S01012655,454,132,175,70,50,23,3,1,0
S01012656,405,175,111,65,42,11,1,0,0
S01012657,272,113,91,31,32,4,1,0,0
S01012658,424,132,151,79,47,12,2,1,0
S01012659,366,43,110,82,108,18,3,1,1
S01012660,326,124,98,47,37,15,4,1,0
S01012661,324,90,117,66,39,11,1,0,0
S01012662,370,145,135,51,32,6,1,0,0
S01012663,301,70,127,61,34,8,0,0,1
S01012664,462,210,138,52,53,8,1,0,0
S01012665,346,122,134,48,32,6,3,1,0
S01012666,337,133,129,49,19,6,1,0,0
S01012667,279,107,97,33,32,8,2,0,0
S01012668,347,128,101,64,36,13,5,0,0
S01012669,296,53,128,56,51,7,1,0,0
S01012670,295,62,128,52,43,10,0,0,0
S01012671,388,113,130,73,57,12,3,0,0
S01012672,361,152,112,52,36,8,1,0,0
S01012673,252,60,99,57,28,7,1,0,0
S01012674,240,73,68,49,33,11,3,3,0
S01012675,361,121,132,64,32,11,1,0,0
S01012676,307,58,98,61,62,20,6,2,0
S01012677,256,79,88,47,29,8,4,1,0
S01012678,268,41,98,62,51,12,4,0,0
S01012679,372,124,148,49,33,16,2,0,0
S01012680,210,37,72,48,38,10,5,0,0
S01012681,311,104,103,51,31,18,3,0,1
S01012682,315,100,122,37,46,9,0,1,0
S01012683,326,99,107,64,41,11,3,1,0
S01012684,219,67,68,31,37,12,4,0,0
S01012685,334,98,113,63,41,13,5,1,0
S01012686,434,146,155,64,54,13,2,0,0
S01012687,235,60,107,28,25,10,5,0,0
S01012688,449,242,129,37,28,11,1,1,0
S01012689,185,30,84,24,35,4,6,1,1
S01012690,202,30,84,36,40,6,6,0,0
S01012691,296,71,90,49,64,20,2,0,0
S01012692,334,108,126,39,48,11,2,0,0
S01012693,321,39,116,63,75,23,5,0,0
S01012694,200,51,77,25,39,8,0,0,0
S01012695,306,52,118,45,57,26,7,1,0
S01012696,272,60,103,45,40,19,3,1,1
S01012697,197,34,85,27,34,14,3,0,0
S01012698,339,89,156,44,36,13,1,0,0
S01012699,429,108,147,88,58,21,7,0,0
S01012700,320,75,104,56,63,17,5,0,0
S01012701,221,39,87,52,36,5,1,1,0
S01012702,254,76,89,38,36,14,1,0,0
S01012703,205,30,51,46,59,15,3,1,0
S01012704,329,104,85,77,50,11,2,0,0
S01012705,257,30,63,61,75,27,1,0,0
S01012706,297,94,89,55,47,11,0,1,0
S01012707,322,48,109,59,82,18,5,1,0
S01012708,332,108,119,59,32,12,2,0,0
S01012709,253,101,86,36,25,5,0,0,0
S01012710,356,151,118,47,34,5,0,0,1
S01012711,435,228,123,51,25,7,1,0,0
S01012712,335,71,125,53,59,21,6,0,0
S01012713,329,120,105,47,37,15,2,3,0
S01012714,264,66,109,51,30,7,1,0,0
S01012715,411,220,129,39,14,9,0,0,0
S01012716,369,114,157,44,35,15,2,1,1
S01012717,581,339,164,43,30,3,1,0,1
S01012718,489,207,173,63,32,12,2,0,0
S01012719,438,230,133,44,16,13,1,0,1
S01012720,318,194,90,17,12,2,2,0,1
S01012721,288,88,98,58,35,8,1,0,0
S01012722,413,219,107,47,34,4,2,0,0
S01012723,358,179,100,32,27,18,1,0,1
S01012724,412,209,128,48,16,11,0,0,0
S01012725,494,276,115,47,49,4,3,0,0
S01012726,283,94,97,38,35,15,4,0,0
S01012727,294,97,80,54,37,19,4,2,1
S01012728,339,107,101,67,33,20,7,2,2
S01012729,346,84,126,66,52,13,5,0,0
S01012730,266,98,88,49,21,9,1,0,0
S01012731,335,94,115,57,45,22,2,0,0
S01012732,292,70,118,59,33,10,1,1,0
S01012733,364,45,91,91,103,29,5,0,0
S01012734,198,12,48,49,63,23,3,0,0
S01012735,213,56,90,33,29,5,0,0,0
S01012736,376,86,120,89,53,17,8,3,0
S01012737,329,77,123,60,49,19,1,0,0
S01012738,255,71,89,37,43,10,5,0,0
S01012739,289,32,83,80,73,15,6,0,0
S01012740,308,43,87,69,85,20,2,2,0
S01012741,272,106,92,38,30,5,1,0,0
S01012742,276,42,125,53,45,9,1,1,0
S01012743,237,47,96,50,31,11,1,1,0
S01012744,277,58,109,55,41,14,0,0,0
S01012745,302,66,131,56,40,6,3,0,0
S01012746,311,67,112,70,48,8,4,1,1
S01012747,348,93,117,77,39,15,7,0,0
S01012748,369,132,103,77,34,16,6,0,1
S01012749,387,126,113,93,34,18,2,1,0
S01012750,336,102,108,66,36,16,8,0,0
S01012751,423,187,134,58,34,8,2,0,0
S01012752,375,118,128,73,43,11,2,0,0
S01012753,235,89,74,40,23,7,2,0,0
S01012754,255,98,83,35,29,8,1,1,0
S01012755,280,149,74,31,22,3,1,0,0
S01012756,271,125,94,31,16,4,1,0,0
S01012757,236,93,89,32,16,6,0,0,0
S01012758,274,97,84,49,28,14,1,0,1
S01012759,342,144,94,52,37,10,2,1,2
S01012760,424,145,128,84,48,13,4,0,2
S01012761,369,143,122,63,31,6,4,0,0
S01012762,315,86,120,71,25,9,4,0,0
S01012763,178,49,68,35,19,6,1,0,0
S01012764,348,128,106,55,38,19,2,0,0
S01012765,296,81,105,44,40,23,2,1,0
S01012766,358,82,124,66,58,25,2,1,0
S01012767,228,35,101,43,43,6,0,0,0
S01012768,291,39,140,55,44,12,1,0,0
S01012769,152,26,47,21,39,11,8,0,0
S01012770,408,160,133,61,41,12,1,0,0
S01012771,357,162,105,44,31,14,0,1,0
S01012772,285,78,99,54,30,20,2,1,1
S01012773,391,126,134,74,48,9,0,0,0
S01012774,408,160,142,59,35,9,2,1,0
S01012775,211,95,65,26,21,3,0,1,0
S01012776,359,131,122,69,30,6,1,0,0
S01012777,365,82,90,92,79,18,3,1,0
S01012778,295,70,91,74,49,9,0,0,2
S01012779,200,75,50,33,30,8,4,0,0
S01012780,346,134,109,52,34,15,2,0,0
S01012781,300,88,122,53,29,7,1,0,0
S01012782,313,131,99,54,24,4,0,1,0
S01012783,322,109,100,71,36,4,2,0,0
S01012784,391,182,116,51,33,8,1,0,0
S01012785,388,187,116,54,25,6,0,0,0
S01012786,423,247,118,32,19,6,0,1,0
S01012787,250,83,87,40,29,9,2,0,0
S01012788,259,83,77,46,34,14,3,1,1
S01012789,325,100,111,58,40,12,4,0,0
S01012790,289,114,99,37,31,8,0,0,0
S01012791,324,101,120,50,39,12,1,1,0
S01012792,496,264,154,47,26,5,0,0,0
S01012793,363,203,85,46,22,6,1,0,0
S01012794,378,223,112,32,9,1,1,0,0
S01012795,439,120,157,80,60,18,3,1,0
S01012796,347,113,102,76,39,16,1,0,0
S01012797,276,54,101,69,37,12,2,1,0
S01012798,329,127,91,46,52,13,0,0,0
S01012799,393,175,122,45,35,12,4,0,0
S01012800,398,143,117,57,64,14,2,0,1
S01012801,252,130,94,14,7,5,1,1,0
S01012802,207,25,66,39,52,21,3,1,0
S01012803,262,54,91,51,48,15,2,1,0
S01012804,351,149,79,63,41,13,4,1,1
