,All households,+2 or more,1,0	,-1,-2 or less
S01007322,376,145,116,83,30,2
S01007323,227,98,81,35,12,1
S01007324,167,111,40,12,4,0
S01007325,393,241,71,65,15,1
S01007326,346,211,74,45,14,2
S01007327,350,117,116,92,20,5
S01007328,390,141,112,95,33,9
S01007329,314,194,72,32,13,3
S01007330,375,264,63,41,6,1
S01007331,419,206,113,78,21,1
S01007332,219,142,54,16,5,2
S01007333,367,200,108,50,8,1
S01007334,391,63,149,130,40,9
S01007335,412,85,165,132,22,8
S01007336,302,54,83,126,34,5
S01007337,380,83,146,133,14,4
S01007338,302,147,96,46,10,3
S01007339,302,173,74,38,13,4
S01007340,273,69,72,109,19,4
S01007341,394,185,96,85,28,0
S01007342,359,267,65,21,5,1
S01007343,302,187,65,33,16,1
S01007344,242,84,88,55,12,3
S01007345,315,48,87,130,43,7
S01007346,351,38,105,149,51,8
S01007347,351,81,98,124,40,8
S01007348,280,62,95,90,31,2
S01007349,189,61,81,37,8,2
S01007350,331,93,98,102,33,5
S01007351,355,204,90,41,18,2
S01007352,230,146,42,25,13,4
S01007353,282,197,42,33,9,1
S01007354,403,205,94,74,24,6
S01007355,464,318,79,53,11,3
S01007356,350,212,70,44,17,7
S01007357,388,234,88,43,19,4
S01007358,368,194,91,57,16,10
S01007359,371,185,90,74,19,3
S01007360,236,146,57,23,6,4
S01007361,507,243,119,116,23,6
S01007362,316,148,101,50,15,2
S01007363,348,173,71,79,17,8
S01007364,409,76,126,157,39,11
S01007365,215,98,54,45,14,4
S01007366,276,66,49,109,46,6
S01007367,295,83,84,94,28,6
S01007368,233,67,63,77,19,7
S01007369,378,135,106,101,32,4
S01007370,389,140,93,99,49,8
S01007371,320,152,72,68,22,6
S01007372,374,221,89,35,20,9
S01007373,283,178,69,26,10,0
S01007374,217,122,56,30,6,3
S01007375,216,138,40,30,6,2
S01007376,371,139,121,93,14,4
S01007377,279,218,28,28,5,0
S01007378,231,149,42,30,8,2
S01007379,234,79,90,51,13,1
S01007380,229,91,81,45,8,4
S01007381,191,164,15,8,2,2
S01007382,281,169,65,43,3,1
S01007383,349,181,108,45,13,2
S01007384,332,199,82,42,8,1
S01007385,404,220,132,41,9,2
S01007386,337,270,42,23,2,0
S01007387,289,257,20,9,3,0
S01007388,256,210,26,15,5,0
S01007389,198,44,72,71,9,2
S01007390,193,43,69,69,9,3
S01007391,223,175,32,13,2,1
S01007392,200,144,39,15,2,0
S01007393,308,178,43,66,19,2
S01007394,335,168,79,80,7,1
S01007395,516,68,154,210,69,15
S01007396,477,92,161,181,38,5
S01007397,443,222,98,98,23,2
S01007398,279,67,102,88,17,5
S01007399,324,54,108,128,21,13
S01007400,344,165,78,76,21,4
S01007401,290,151,80,48,10,1
S01007402,260,143,77,29,10,1
S01007403,261,111,97,48,4,1
S01007404,193,114,42,32,4,1
S01007405,277,194,54,24,5,0
S01007406,252,206,29,13,3,1
S01007407,315,199,61,47,7,1
S01007408,256,92,86,56,17,5
S01007409,308,153,86,58,6,5
S01007410,291,70,88,100,20,13
S01007411,437,82,150,158,30,17
S01007412,212,92,67,39,10,4
S01007413,360,215,81,49,12,3
S01007414,244,201,34,7,1,1
S01007415,374,103,140,98,23,10
S01007416,223,49,73,79,19,3
S01007417,406,309,73,18,5,1
S01007418,292,101,103,65,20,3
S01007419,332,109,100,95,22,6
S01007420,296,216,51,20,5,4
S01007421,282,165,59,45,9,4
S01007422,261,126,64,59,11,1
S01007423,325,176,80,51,15,3
S01007424,340,245,62,28,4,1
S01007425,373,213,91,50,14,5
S01007426,344,97,106,113,23,5
S01007427,309,82,123,77,23,4
S01007428,465,138,137,150,33,7
S01007429,324,108,95,98,17,6
S01007430,211,88,38,53,28,4
S01007431,218,147,41,21,9,0
S01007432,354,154,124,63,8,5
S01007433,350,178,94,60,13,5
S01007434,242,42,91,81,18,10
S01007435,327,137,102,78,6,4
S01007436,356,77,116,108,45,10
S01007437,230,74,57,72,21,6
S01007438,338,91,112,112,20,3
S01007439,337,147,106,71,9,4
S01007440,295,109,81,88,16,1
S01007441,226,150,55,18,2,1
S01007442,198,153,28,16,1,0
S01007443,387,250,59,69,6,3
S01007444,427,274,102,37,13,1
S01007445,265,216,31,13,5,0
S01007446,201,174,20,6,1,0
S01007447,209,169,20,14,3,3
S01007448,367,235,80,43,9,0
S01007449,458,160,126,119,38,15
S01007450,332,84,93,117,30,8
S01007451,283,120,89,60,12,2
S01007452,209,82,56,51,16,4
S01007453,212,164,31,9,6,2
S01007454,190,86,49,46,8,1
S01007455,388,80,133,134,33,8
S01007456,394,72,158,129,28,7
S01007457,465,147,157,124,26,11
S01007458,224,138,55,22,7,2
S01007459,291,125,71,80,12,3
S01007460,345,115,101,91,23,15
S01007461,372,63,95,167,32,15
S01007462,371,117,144,80,24,6
S01007463,377,93,116,116,32,20
S01007464,313,83,82,118,23,7
S01007465,380,67,96,159,38,20
S01007466,581,79,158,243,70,31
S01007467,523,134,169,192,16,12
S01007468,333,128,116,72,14,3
S01007469,250,97,79,61,9,4
S01007470,335,80,95,114,37,9
S01007471,203,74,68,45,11,5
S01007472,273,70,102,85,15,1
S01007473,227,43,74,89,16,5
S01007474,213,138,49,21,5,0
S01007475,257,140,53,48,12,4
S01007476,317,159,101,38,15,4
S01007477,247,144,51,43,5,4
S01007478,433,187,137,84,19,6
S01007479,275,60,112,76,20,7
S01007480,327,121,128,66,10,2
S01007481,394,311,59,23,1,0
S01007482,253,98,81,51,20,3
S01007483,340,164,101,64,10,1
S01007484,285,108,68,81,26,2
S01007485,219,40,68,80,23,8
S01007486,255,33,114,86,17,5
S01007487,498,148,108,165,72,5
S01007488,483,225,118,111,26,3
S01007489,406,216,114,64,8,4
S01007490,378,174,115,66,17,6
S01007491,460,154,171,101,29,5
S01007492,332,145,80,85,16,6
S01007493,368,122,132,88,22,4
S01007494,239,158,45,32,3,1
S01007495,345,240,57,40,6,2
S01007496,470,283,97,76,11,3
S01007497,264,144,53,57,8,2
S01007498,416,194,109,92,18,3
S01007499,358,188,93,66,7,4
S01007500,288,141,77,55,13,2
S01007501,325,234,57,26,8,0
S01007502,248,140,58,39,8,3
S01007503,482,276,99,85,15,7
S01007504,321,192,74,44,7,4
S01007505,179,104,41,27,6,1
S01007506,237,173,37,21,6,0
S01007507,455,227,119,91,16,2
S01007508,329,204,65,53,6,1
S01007509,274,178,49,39,7,1
S01007510,459,288,88,60,19,4
S01007511,370,167,94,79,26,4
S01007512,247,152,57,31,6,1
S01007513,468,163,148,115,34,8
S01007514,247,93,59,76,14,5
S01007515,254,185,42,21,6,0
S01007516,257,86,76,74,15,6
S01007517,224,114,50,51,8,1
S01007518,381,132,129,94,18,8
S01007519,215,157,47,11,0,0
S01007520,446,237,118,79,10,2
S01007521,202,149,35,15,3,0
S01007522,476,291,88,74,16,7
S01007523,229,148,45,31,3,2
S01007524,385,263,74,38,7,3
S01007525,237,115,60,50,11,1
S01007526,385,161,80,119,19,6
S01007527,374,193,94,77,9,1
S01007528,363,138,85,108,28,4
S01007529,308,203,50,43,6,6
S01007530,223,160,36,20,6,1
S01007531,313,197,66,39,9,2
S01007532,248,154,54,28,8,4
S01007533,222,156,29,33,3,1
S01007534,428,199,109,97,17,6
S01007535,492,227,106,143,14,2
S01007536,443,203,135,90,12,3
S01007537,518,217,156,119,19,7
S01007538,366,284,53,23,4,2
S01007539,331,235,62,31,3,0
S01007540,450,179,112,140,14,5
S01007541,337,206,86,38,4,3
S01007542,416,163,122,94,28,9
S01007543,481,160,157,128,23,13
S01007544,496,389,57,37,10,3
S01007545,359,257,70,27,4,1
S01007546,223,172,25,23,1,2
S01007547,239,155,48,30,6,0
S01007548,304,172,72,48,10,2
S01007549,298,182,62,48,5,1
S01007550,449,271,97,66,13,2
S01007551,395,299,64,25,5,2
S01007552,401,125,128,120,23,5
S01007553,376,116,137,91,27,5
S01007554,221,40,106,50,22,3
S01007555,238,137,61,30,8,2
S01007556,227,73,52,77,17,8
S01007557,478,196,153,99,24,6
S01007558,189,122,33,29,3,2
S01007559,308,191,55,45,14,3
S01007560,440,200,134,91,14,1
S01007561,357,184,115,47,9,2
S01007562,365,193,84,79,7,2
S01007563,396,228,115,40,12,1
S01007564,323,207,64,38,13,1
S01007565,396,242,92,44,15,3
S01007566,275,167,58,36,11,3
S01007567,233,177,40,15,0,1
S01007568,295,191,63,34,6,1
S01007569,342,198,78,47,16,3
S01007570,295,181,67,35,11,1
S01007571,240,169,50,16,4,1
S01007572,370,164,112,80,11,3
S01007573,329,191,100,29,6,3
S01007574,438,133,182,81,35,7
S01007575,452,94,148,164,34,12
S01007576,344,45,110,145,33,11
S01007577,296,56,94,115,24,7
S01007578,332,69,110,118,25,10
S01007579,298,37,102,120,31,8
S01007580,293,99,69,82,33,10
S01007581,198,58,71,52,14,3
S01007582,285,55,106,81,34,9
S01007583,519,84,191,199,36,9
S01007584,279,70,99,80,19,11
S01007585,438,264,122,33,17,2
S01007586,377,139,126,96,13,3
S01007587,306,175,68,53,6,4
S01007588,360,255,65,28,9,3
S01007589,408,176,112,96,20,4
S01007590,289,223,48,13,5,0
S01007591,272,105,79,67,17,4
S01007592,353,62,142,112,29,8
S01007593,453,231,145,58,13,6
S01007594,334,200,84,43,6,1
S01007595,443,279,98,49,15,2
S01007596,275,157,84,24,9,1
S01007597,254,185,49,15,4,1
S01007598,266,183,49,27,6,1
S01007599,361,156,109,77,16,3
S01007600,510,248,93,141,22,6
S01007601,300,87,113,84,14,2
S01007602,269,150,71,41,5,2
S01007603,309,223,60,22,3,1
S01007604,389,239,99,35,14,2
S01007605,364,213,107,37,6,1
S01007606,314,131,60,99,16,8
S01007607,294,201,66,18,8,1
S01007608,308,204,66,30,5,3
S01007609,447,122,153,143,25,4
S01007610,255,69,81,90,13,2
S01007611,538,99,143,250,37,9
S01007612,609,110,178,230,69,22
S01007613,324,217,52,46,9,0
S01007614,358,291,47,14,6,0
S01007615,515,239,133,111,25,7
S01007616,387,81,143,137,21,5
S01007617,234,70,99,52,10,3
S01007618,294,91,92,81,23,7
S01007619,280,95,106,63,14,2
S01007620,271,157,86,24,4,0
S01007621,291,152,101,27,11,0
S01007622,256,128,63,53,12,0
S01007623,250,166,55,18,9,2
S01007624,268,140,93,30,3,2
S01007625,224,100,96,21,5,2
S01007626,269,120,107,36,5,1
S01007627,251,142,54,47,8,0
S01007628,314,213,68,24,7,2
S01007629,286,190,50,34,9,3
S01007630,338,232,75,28,1,2
S01007631,269,188,47,30,3,1
S01007632,437,207,113,98,16,3
S01007633,441,210,118,92,15,6
S01007634,241,159,46,25,10,1
S01007635,321,241,52,21,6,1
S01007636,416,183,113,102,14,4
S01007637,403,127,128,121,24,3
S01007638,373,123,131,102,13,4
S01007639,451,187,141,104,13,6
S01007640,303,178,77,31,13,4
S01007641,369,208,74,75,10,2
S01007642,415,210,89,87,24,5
S01007643,424,210,108,90,14,2
S01007644,384,203,90,82,7,2
S01007645,219,150,45,18,6,0
S01007646,260,161,63,25,8,3
S01007647,361,177,89,74,19,2
S01007648,446,194,146,85,20,1
S01007649,339,144,100,84,10,1
S01007650,420,266,83,58,11,2
S01007651,227,167,34,18,8,0
S01007652,257,145,59,44,7,2
S01007653,378,239,75,50,12,2
S01007654,465,199,103,133,26,4
S01007655,341,255,65,12,6,3
S01007656,358,222,93,36,6,1
S01007657,176,113,40,19,3,1
S01007658,231,153,49,23,5,1
S01007659,366,201,98,48,11,8
S01007660,400,68,124,172,23,13
S01007661,327,131,79,95,14,8
S01007662,493,165,142,157,24,5
S01007663,387,213,83,74,14,3
S01007664,283,99,71,86,20,7
S01007665,275,98,109,53,14,1
S01007666,198,129,49,18,2,0
S01007667,283,201,60,18,2,2
S01007668,468,118,181,127,32,10
S01007669,268,91,75,74,22,6
S01007670,299,91,68,111,19,10
S01007671,289,200,66,18,4,1
S01007672,389,317,42,27,2,1
S01007673,304,174,91,32,6,1
S01007674,376,149,122,84,17,4
S01007675,251,166,46,34,5,0
S01007676,279,211,43,17,6,2
S01007677,201,136,39,21,5,0
S01007678,368,121,128,99,17,3
S01007679,381,115,135,103,22,6
S01007680,386,271,78,27,6,4
S01007681,192,80,54,45,10,3
S01007682,403,250,90,33,13,17
S01007683,301,149,76,54,18,4
S01007684,332,270,41,14,7,0
S01007685,273,220,36,10,5,2
S01007686,320,180,76,49,6,9
S01007687,399,174,85,104,23,13
S01007688,545,71,156,216,94,8
S01007689,288,45,76,127,30,10
S01007690,393,70,106,143,63,11
S01007691,515,40,98,255,106,16
S01007692,434,40,102,218,60,14
S01007693,347,15,45,156,112,19
S01007694,523,48,125,234,94,22
S01007695,614,58,190,284,69,13
S01007696,437,42,69,221,81,24
S01007697,608,57,239,241,57,14
S01007698,589,45,114,256,155,19
S01007699,454,29,136,207,65,17
S01007700,450,259,91,63,30,7
S01007701,318,26,93,147,38,14
S01007702,266,72,61,92,31,10
S01007703,398,97,161,103,32,5
S01007704,517,35,166,219,75,22
S01007705,262,19,46,127,54,16
S01007706,370,18,97,157,68,30
S01007707,465,78,108,192,76,11
S01007708,357,43,80,158,62,14
S01007709,309,34,76,127,55,17
S01007710,450,20,127,219,69,15
S01007711,493,43,111,217,102,20
S01007712,360,44,95,153,58,10
S01007713,229,44,67,97,16,5
S01007714,321,29,106,125,49,12
S01007715,267,30,72,119,40,6
S01007716,598,39,113,325,91,30
S01007717,567,41,142,257,97,30
S01007718,467,15,161,235,39,17
S01007719,651,35,211,338,56,11
S01007720,404,66,198,111,24,5
S01007721,435,36,136,217,38,8
S01007722,548,28,155,287,59,19
S01007723,604,46,141,330,67,20
S01007724,358,19,87,178,53,21
S01007725,498,20,164,239,59,16
S01007726,453,47,95,236,58,17
S01007727,591,44,116,316,90,25
S01007728,414,20,97,208,69,20
S01007729,439,40,100,201,69,29
S01007730,464,23,126,252,49,14
S01007731,396,47,109,183,51,6
S01007732,374,38,110,181,34,11
S01007733,338,202,73,46,13,4
S01007734,384,233,89,51,9,2
S01007735,359,205,68,66,14,6
S01007736,309,145,69,75,12,8
S01007737,554,87,276,149,35,7
S01007738,358,138,142,68,8,2
S01007739,347,47,176,95,23,6
S01007740,265,107,86,56,12,4
S01007741,435,78,147,154,48,8
S01007742,328,104,122,82,18,2
S01007743,457,42,169,196,39,11
S01007744,403,79,107,156,51,10
S01007745,378,45,126,170,32,5
S01007746,409,94,150,116,41,8
S01007747,242,40,92,81,23,6
S01007748,369,39,142,149,35,4
S01007749,281,195,56,23,4,3
S01007750,358,275,62,16,3,2
S01007751,337,243,62,23,7,2
S01007752,356,162,76,103,12,3
S01007753,241,46,94,71,25,5
S01007754,414,76,137,167,27,7
S01007755,417,59,117,186,46,9
S01007756,298,44,93,125,27,9
S01007757,371,268,82,13,5,3
S01007758,468,280,110,67,10,1
S01007759,618,101,199,232,73,13
S01007760,262,190,51,17,4,0
S01007761,383,255,71,42,12,3
S01007762,474,108,136,177,48,5
S01007763,329,56,132,97,40,4
S01007764,310,198,74,31,7,0
S01007765,308,232,55,17,2,2
S01007766,382,288,62,28,4,0
S01007767,398,243,103,43,8,1
S01007768,356,132,114,87,20,3
S01007769,325,233,52,30,9,1
S01007770,318,223,61,30,3,1
S01007771,235,197,25,10,2,1
S01007772,546,109,186,205,41,5
S01007773,314,224,57,29,3,1
S01007774,323,265,36,20,1,1
S01007775,346,195,107,36,6,2
S01007776,282,188,66,21,4,3
S01007777,314,238,52,22,1,1
S01007778,155,140,10,3,2,0
S01007779,311,122,105,69,12,3
S01007780,331,132,93,90,13,3
S01007781,381,149,118,95,17,2
S01007782,239,40,70,105,17,7
S01007783,405,28,192,130,47,8
S01007784,276,76,90,88,18,4
S01007785,276,44,93,107,28,4
S01007786,333,93,130,79,22,9
S01007787,277,73,105,67,24,8
S01007788,268,32,66,129,31,10
S01007789,231,29,74,87,31,10
S01007790,330,28,103,150,40,9
S01007791,174,106,45,17,4,2
S01007792,384,95,154,106,18,11
S01007793,457,64,142,181,52,18
S01007794,234,95,78,47,9,5
S01007795,243,69,88,64,19,3
S01007796,311,105,83,92,25,6
S01007797,258,52,84,97,20,5
S01007798,226,115,59,38,12,2
S01007799,193,124,42,20,7,0
S01007800,365,86,120,109,35,15
S01007801,388,74,116,128,65,5
S01007802,199,55,73,59,10,2
S01007803,524,65,164,208,69,18
S01007804,259,45,98,81,32,3
S01007805,207,38,77,61,29,2
S01007806,296,59,128,89,17,3
S01007807,258,146,61,42,8,1
S01007808,304,127,88,56,26,7
S01007809,398,222,122,42,7,5
S01007810,369,93,120,127,21,8
S01007811,325,71,117,101,27,9
S01007812,328,35,130,121,32,10
S01007813,306,92,83,94,25,12
S01007814,229,103,76,40,8,2
S01007815,343,205,82,45,8,3
S01007816,273,141,80,39,11,2
S01007817,207,75,83,41,5,3
S01007818,314,105,134,58,15,2
S01007819,353,170,107,54,18,4
S01007820,408,150,134,95,26,3
S01007821,244,103,74,44,21,2
S01007822,349,147,99,94,6,3
S01007823,306,153,84,50,14,5
S01007824,342,173,90,62,9,8
S01007825,482,203,164,96,16,3
S01007826,260,53,84,86,27,10
S01007827,291,55,111,87,25,13
S01007828,592,32,220,286,46,8
S01007829,348,39,160,121,20,8
S01007830,545,53,215,217,46,14
S01007831,501,51,193,193,53,11
S01007832,362,28,169,132,21,12
S01007833,479,88,250,105,26,10
S01007834,416,45,172,152,40,7
S01007835,325,85,84,116,37,3
S01007836,285,92,103,75,13,2
S01007837,357,220,94,34,9,0
S01007838,392,219,96,61,14,2
S01007839,281,67,81,107,21,5
S01007840,425,40,162,176,36,11
S01007841,341,36,150,111,33,11
S01007842,391,46,90,190,46,19
S01007843,354,36,162,114,34,8
S01007844,520,43,169,230,63,15
S01007845,427,41,170,147,53,16
S01007846,337,42,155,103,32,5
S01007847,437,35,174,172,44,12
S01007848,447,27,130,224,53,13
S01007849,413,46,184,133,41,9
S01007850,293,113,95,68,14,3
S01007851,479,119,231,94,29,6
S01007852,356,58,132,134,24,8
S01007853,413,33,127,199,46,8
S01007854,548,105,157,220,54,12
S01007855,310,38,109,118,33,12
S01007856,348,137,114,71,20,6
S01007857,233,46,78,89,13,7
S01007858,533,96,218,181,34,4
S01007859,246,40,82,81,39,4
S01007860,237,101,75,36,22,3
S01007861,254,78,83,63,22,8
S01007862,308,113,90,83,15,7
S01007863,441,40,160,176,57,8
S01007864,486,83,182,168,44,9
S01007865,229,187,28,12,1,1
S01007866,209,112,55,31,9,2
S01007867,195,88,68,30,7,2
S01007868,351,218,88,38,5,2
S01007869,362,249,66,38,8,1
S01007870,199,109,55,23,9,3
S01007871,285,81,111,68,22,3
S01007872,322,104,124,66,20,8
S01007873,295,95,91,90,10,9
S01007874,367,101,137,104,20,5
S01007875,242,90,73,59,16,4
S01007876,420,184,131,84,16,5
S01007877,336,124,100,90,17,5
S01007878,281,71,123,66,19,2
S01007879,320,126,104,75,14,1
S01007880,178,112,37,20,6,3
S01007881,244,90,88,49,13,4
S01007882,268,192,42,27,5,2
S01007883,468,218,121,105,19,5
S01007884,269,75,94,74,25,1
S01007885,345,73,131,103,30,8
S01007886,433,157,123,111,29,13
S01007887,230,152,47,21,8,2
S01007888,451,123,164,125,34,5
S01007889,242,70,88,58,19,7
S01007890,300,131,94,60,13,2
S01007891,370,137,124,83,24,2
S01007892,341,174,101,52,12,2
S01007893,423,258,96,55,12,2
S01007894,386,133,124,101,27,1
S01007895,249,127,55,54,9,4
S01007896,387,68,150,124,35,10
S01007897,165,115,31,14,5,0
S01007898,166,115,23,22,6,0
S01007899,145,91,32,14,8,0
S01007900,232,104,70,39,15,4
S01007901,317,93,105,97,14,8
S01007902,394,153,136,79,21,5
S01007903,322,100,124,69,24,5
S01007904,312,204,57,35,15,1
S01007905,292,59,136,69,21,7
S01007906,382,57,178,121,22,4
S01007907,254,80,86,68,17,3
S01007908,419,162,152,72,22,11
S01007909,226,63,91,52,15,5
S01007910,369,140,137,68,19,5
S01007911,348,119,123,87,16,3
S01007912,346,121,115,88,13,9
S01007913,304,58,116,99,25,6
S01007914,279,71,103,75,23,7
S01007915,361,104,136,91,25,5
S01007916,399,130,148,92,20,9
S01007917,369,149,116,77,26,1
S01007918,446,155,138,110,27,16
S01007919,303,193,85,14,10,1
S01007920,245,136,62,40,6,1
S01007921,422,61,170,140,46,5
S01007922,386,85,155,100,37,9
S01007923,412,160,146,80,20,6
S01007924,430,142,146,102,23,17
S01007925,176,140,23,11,1,1
S01007926,175,132,28,11,2,2
S01007927,237,187,32,12,4,2
S01007928,418,242,91,62,19,4
S01007929,268,198,38,20,9,3
S01007930,216,161,36,12,5,2
S01007931,481,275,111,73,19,3
S01007932,364,247,75,38,2,2
S01007933,316,178,71,49,15,3
S01007934,300,144,83,48,17,8
S01007935,444,118,122,140,56,8
S01007936,389,277,61,44,6,1
S01007937,435,257,104,61,11,2
S01007938,372,126,136,88,17,5
S01007939,412,121,167,92,29,3
S01007940,497,191,138,152,13,3
S01007941,257,157,67,24,8,1
S01007942,207,87,46,61,9,4
S01007943,319,146,83,63,24,3
S01007944,442,142,164,111,18,7
S01007945,443,140,135,125,37,6
S01007946,396,118,115,120,33,10
S01007947,327,178,67,59,15,8
S01007948,304,101,93,90,19,1
S01007949,347,162,111,62,11,1
S01007950,376,235,72,53,11,5
S01007951,321,156,103,47,14,1
S01007952,357,64,138,107,37,11
S01007953,414,102,160,123,26,3
S01007954,324,90,119,86,24,5
S01007955,322,73,103,110,27,9
S01007956,297,75,112,84,22,4
S01007957,455,95,185,137,26,12
S01007958,388,68,147,134,28,11
S01007959,380,139,138,83,16,4
S01007960,291,82,113,80,14,2
S01007961,278,197,50,27,3,1
S01007962,246,67,86,67,15,11
S01007963,408,78,149,141,26,14
S01007964,353,110,109,105,23,6
S01007965,256,64,101,59,27,5
S01007966,418,90,170,116,27,15
S01007967,245,52,80,88,15,10
S01007968,397,115,163,79,34,6
S01007969,390,112,131,118,23,6
S01007970,408,91,175,107,24,11
S01007971,469,95,187,147,35,5
S01007972,377,100,160,80,32,5
S01007973,355,203,102,45,3,2
S01007974,426,40,210,133,28,15
S01007975,324,65,106,117,28,8
S01007976,456,83,187,161,16,9
S01007977,304,108,106,74,11,5
S01007978,353,29,107,176,36,5
S01007979,363,199,87,61,16,0
S01007980,340,122,124,79,12,3
S01007981,252,172,61,13,5,1
S01007982,210,144,42,18,6,0
S01007983,387,124,105,122,23,13
S01007984,374,199,102,56,15,2
S01007985,412,156,131,102,22,1
S01007986,238,115,77,35,8,3
S01007987,313,147,101,50,13,2
S01007988,336,144,115,60,12,5
S01007989,290,71,102,93,17,7
S01007990,339,117,120,75,23,4
S01007991,334,273,40,15,4,2
S01007992,224,162,36,18,8,0
S01007993,329,231,65,28,2,3
S01007994,293,241,34,17,1,0
S01007995,309,211,63,31,1,3
S01007996,187,139,37,9,2,0
