Data zone code,Data zone name,Council area code,Council area name,Total population,Age0-4,Age75+
S01007834,Balgay - 01,S12000042,Dundee City,751,60,35
S01007835,Balgay - 02,S12000042,Dundee City,673,41,80
S01007836,Balgay - 03,S12000042,Dundee City,573,24,81
S01007837,Balgay - 04,S12000042,Dundee City,750,27,109
S01007838,Balgay - 05,S12000042,Dundee City,"1,085",85,112
S01007839,Menzieshill - 01,S12000042,Dundee City,685,46,102
S01007840,Menzieshill - 02,S12000042,Dundee City,712,27,55
S01007841,Menzieshill - 03,S12000042,Dundee City,654,41,49
S01007842,Menzieshill - 04,S12000042,Dundee City,750,44,39
S01007843,Menzieshill - 05,S12000042,Dundee City,759,51,41
S01007844,Menzieshill - 06,S12000042,Dundee City,839,51,41
S01007845,Charleston - 01,S12000042,Dundee City,933,66,52
S01007846,Charleston - 02,S12000042,Dundee City,734,46,47
S01007847,Charleston - 03,S12000042,Dundee City,838,68,57
S01007848,Charleston - 04,S12000042,Dundee City,775,47,46
S01007849,Charleston - 05,S12000042,Dundee City,897,51,43
S01007850,Lochee - 01,S12000042,Dundee City,739,37,54
S01007851,Lochee - 02,S12000042,Dundee City,980,46,137
S01007852,Lochee - 03,S12000042,Dundee City,687,42,38
S01007853,Lochee - 04,S12000042,Dundee City,697,53,72
S01007854,Lochee - 05,S12000042,Dundee City,"1,041",55,65
S01007855,Lochee - 06,S12000042,Dundee City,509,23,42
S01007856,Lochee - 07,S12000042,Dundee City,871,60,57
S01007857,Ardler and St Marys - 01,S12000042,Dundee City,498,20,29
S01007858,Ardler and St Marys - 02,S12000042,Dundee City,"1,039",31,114
S01007859,Ardler and St Marys - 03,S12000042,Dundee City,641,37,45
S01007860,Ardler and St Marys - 04,S12000042,Dundee City,648,49,15
S01007861,Ardler and St Marys - 05,S12000042,Dundee City,650,41,42
S01007862,Ardler and St Marys - 06,S12000042,Dundee City,713,41,60
S01007863,Ardler and St Marys - 07,S12000042,Dundee City,841,56,46
S01007864,Ardler and St Marys - 08,S12000042,Dundee City,963,56,88
S01007865,Western Edge - 01,S12000042,Dundee City,982,52,15
S01007866,Western Edge - 02,S12000042,Dundee City,518,20,15
S01007867,Western Edge - 03,S12000042,Dundee City,"1,496",140,72
