,Aged 4 years and under,Aged 75 and above,lone parent with dependent childern,Non-white,unpaid care 20h+,Detached,Semi-detached,Terraced,Flat,Shared house,Owned: Owns outright,Owns with a mortgage or loan or shared ownership,Social rented,Private rented,Entry-level education and below,Economically active: Employee: Part-time,Economically inactive: Retired,Economically inactive: Student,Economically inactive: Looking after home or family,Economically inactive: Long-term sick or disabled,Unemploy,Elementary occupations,English not as main language,large household size >5 people,under occupancy,No central heating,Electric only
S01007114,4.7,11.7,2.3,0.5,2.5,25.1,35.5,37.0,2.3,0.0,47.9,36.2,10.8,2.1,60.7,18.2,17.1,3.6,4.2,3.3,1.4,13.4,1.7,0.5,79.4,1.1,10.8
S01007115,2.5,18.3,0.9,0.9,2.9,55.6,33.3,2.3,8.0,0.4,44.7,36.6,14.4,3.1,59.6,15.5,17.7,4.6,4.6,5.6,3.2,11.4,3.1,0.8,82.9,0.4,5.8
S01007116,4.6,4.7,0.5,0.8,2.1,80.4,15.8,1.9,1.9,0.0,38.4,56.2,1.9,1.9,47.0,19.4,7.2,4.6,7.2,2.2,2.8,6.6,1.0,2.2,94.3,0.0,5.4
S01007117,4.6,12.2,1.3,0.2,2.5,87.2,8.9,3.3,0.0,0.6,57.1,35.0,4.0,3.4,50.0,16.8,18.4,4.1,5.5,1.4,2.2,8.9,1.7,1.1,93.2,0.0,5.6
S01007118,5.5,5.5,5.9,0.9,4.0,6.2,24.4,66.7,1.7,1.0,14.9,25.5,50.7,7.4,65.9,17.6,11.6,3.5,4.7,7.2,9.7,20.7,1.4,0.0,50.7,2.1,68.8
S01007119,5.9,7.1,3.1,0.2,4.3,6.9,46.2,45.9,0.6,0.3,22.1,25.2,47.9,3.6,70.8,17.4,13.4,4.6,5.8,7.0,7.2,19.5,3.6,0.9,58.5,1.5,68.8
S01007120,4.3,7.2,3.5,0.6,3.6,14.2,28.2,40.4,15.8,1.4,17.4,23.8,44.1,13.7,65.3,13.3,13.3,3.7,4.6,7.5,10.9,21.7,4.1,0.4,57.3,3.3,30.6
S01007121,2.7,17.5,0.6,1.3,3.9,2.2,11.2,17.8,62.0,2.8,13.6,16.3,50.3,17.7,69.5,11.0,19.4,3.7,2.8,7.3,7.9,25.7,4.2,0.7,34.7,2.4,33.0
S01007122,3.8,9.2,2.5,2.5,1.5,18.7,24.0,7.3,44.3,5.7,32.8,24.7,30.7,8.7,54.3,13.7,16.1,3.1,3.5,6.2,4.2,12.0,2.6,0.3,63.4,0.7,10.5
S01007123,6.4,11.5,1.5,1.0,2.4,6.9,42.1,31.2,19.6,0.0,35.5,30.0,26.2,6.7,69.3,17.9,15.2,3.6,3.6,6.4,4.9,20.6,4.2,0.6,72.5,1.0,10.2
S01007124,4.3,8.3,2.4,0.4,4.4,10.9,56.3,30.7,1.3,0.8,36.6,36.3,21.1,5.8,62.3,16.2,13.2,3.9,3.8,3.2,7.1,14.8,2.7,0.3,70.0,0.8,9.5
S01007125,5.0,7.7,3.5,1.8,5.8,15.8,51.8,19.6,8.2,4.4,35.6,24.8,30.5,6.8,67.6,15.1,15.1,3.4,5.6,5.3,8.2,21.2,3.4,2.8,67.2,1.1,6.0
S01007126,7.0,3.4,3.8,1.5,4.4,5.2,20.6,33.1,39.2,1.8,13.8,14.8,61.9,9.0,69.8,11.2,8.5,4.6,6.0,9.5,11.6,32.7,8.3,0.8,48.4,0.5,11.8
S01007127,4.1,4.1,2.6,1.3,3.3,6.5,9.3,24.1,47.0,8.3,15.0,16.6,40.1,26.7,64.8,9.5,7.7,3.2,2.7,6.4,13.0,29.4,6.6,2.0,43.9,4.7,45.5
S01007128,4.3,13.8,3.1,1.4,3.9,6.2,30.0,36.3,24.7,2.5,22.4,22.4,49.4,5.1,71.7,15.9,20.1,3.6,2.9,7.8,11.2,19.7,3.1,1.5,53.5,0.5,23.1
S01007129,5.9,8.1,1.9,2.6,2.4,67.9,18.0,11.5,1.8,0.8,37.7,48.9,2.7,8.3,24.1,12.8,17.6,3.6,3.3,1.1,2.7,4.6,1.1,1.3,92.2,1.6,7.0
S01007130,3.0,15.9,1.0,1.1,4.2,33.7,27.3,21.3,15.2,2.1,44.6,39.6,7.5,7.1,44.2,14.3,19.3,2.6,2.9,2.4,4.6,7.7,2.0,0.4,74.6,1.1,6.4
S01007131,3.1,12.5,1.7,1.5,3.5,52.9,31.6,4.6,10.3,0.6,36.4,44.0,13.2,4.1,42.9,13.7,21.4,2.8,1.4,2.1,4.0,7.7,1.8,0.9,78.0,0.0,3.2
S01007132,4.3,11.7,1.7,1.7,3.3,46.7,39.5,6.9,5.9,0.7,50.2,41.1,2.4,5.4,40.5,15.1,22.1,4.4,0.6,0.8,2.5,6.6,1.0,1.3,85.9,0.7,5.1
S01007133,2.9,8.9,1.3,0.6,2.7,58.7,25.7,11.2,3.0,1.1,36.3,43.9,4.2,9.9,43.0,13.2,15.7,5.8,2.1,1.7,4.1,7.5,2.9,1.9,88.5,2.3,8.4
S01007134,3.7,9.1,1.5,2.2,5.0,57.7,26.8,2.1,7.1,0.3,36.0,37.5,12.3,10.4,50.2,14.6,15.5,2.4,1.8,4.8,4.4,9.0,1.9,0.6,80.8,2.8,17.4
S01007135,2.9,9.0,1.1,2.2,3.9,73.8,14.0,3.5,1.7,6.1,46.6,43.9,2.7,4.1,30.7,11.9,18.0,3.8,3.0,1.3,4.1,9.3,0.9,1.8,88.7,1.8,19.5
S01007136,5.9,5.9,1.9,6.9,1.7,88.9,7.9,0.9,0.0,1.9,31.9,50.8,0.0,14.1,29.0,14.1,13.3,5.7,3.1,0.3,4.7,5.4,0.8,2.7,97.8,1.1,2.2
S01007137,6.6,1.8,1.3,2.7,2.3,85.9,2.4,5.6,2.4,3.6,13.7,77.0,1.6,6.5,31.4,15.8,6.2,4.7,1.9,0.2,5.6,3.6,0.7,1.2,90.7,0.4,2.4
S01007138,3.8,10.1,1.5,1.2,3.2,57.6,20.8,10.0,8.8,2.4,41.2,44.4,2.5,10.3,38.6,15.6,17.4,3.2,2.0,1.6,5.4,6.6,1.0,2.5,84.0,1.2,16.9
S01007139,4.4,9.5,2.3,1.7,3.1,56.4,26.7,15.8,0.9,0.0,40.7,41.4,7.4,7.1,50.6,13.6,19.2,2.5,1.9,3.2,7.4,7.8,0.9,0.3,82.7,1.5,30.6
S01007140,3.8,11.1,2.1,1.3,3.2,68.0,25.8,5.3,0.2,0.0,39.0,37.0,9.1,10.1,43.8,13.8,21.3,4.7,3.1,2.7,5.9,9.1,1.0,1.0,90.4,1.2,17.5
S01007141,6.6,5.1,1.0,1.6,4.7,62.1,32.4,4.7,0.4,0.4,36.1,47.0,3.6,4.8,41.6,14.2,15.6,3.6,3.8,2.8,3.8,6.7,1.2,2.4,88.0,4.8,20.9
S01007142,8.2,10.6,0.8,3.4,0.9,93.5,3.9,1.3,1.3,0.0,16.3,76.5,0.7,5.9,37.5,15.1,4.7,7.4,3.5,6.7,2.2,3.6,1.0,2.6,95.4,0.0,0.0
S01007143,3.6,1.5,1.3,0.9,2.5,78.4,19.1,1.5,1.0,0.0,15.3,77.3,1.5,3.9,28.3,18.8,5.8,2.6,4.2,0.7,1.9,4.6,0.5,0.5,93.6,1.5,0.5
S01007144,1.7,11.6,1.1,0.7,3.2,59.1,30.7,8.2,0.4,0.0,37.1,27.9,3.8,17.1,50.5,12.6,19.4,3.1,2.4,3.1,7.0,13.2,1.4,1.2,82.5,5.4,10.4
S01007145,3.6,18.2,1.7,3.7,5.4,44.7,31.6,17.0,6.2,0.5,47.8,33.8,11.0,4.7,45.8,14.2,27.6,2.5,1.6,1.7,6.0,7.1,1.5,1.5,81.4,1.2,3.4
S01007146,5.0,10.7,2.8,2.0,4.0,22.0,52.8,14.2,9.8,1.2,42.8,37.1,11.1,7.2,46.2,17.4,22.6,5.2,1.5,2.3,5.4,6.7,2.6,0.9,83.8,1.5,17.1
S01007147,2.9,13.0,1.7,3.2,5.2,66.3,15.5,10.7,7.1,0.3,48.2,43.6,3.9,2.6,40.5,13.9,24.2,3.5,1.1,3.0,4.6,7.5,1.3,0.3,83.9,1.0,6.2
S01007148,3.6,10.5,1.7,5.8,3.2,66.2,21.7,10.6,1.0,0.0,43.6,50.0,2.5,2.9,35.1,14.3,19.6,5.1,2.9,1.4,8.2,5.9,0.4,0.0,89.7,0.5,1.5
S01007149,4.5,18.5,1.1,3.3,6.1,62.3,35.6,0.8,0.8,0.4,55.7,38.8,1.7,1.3,46.0,13.8,32.4,2.1,1.4,0.9,3.1,10.5,1.9,2.1,90.7,0.0,8.4
S01007150,3.6,29.4,0.8,2.5,4.3,40.5,30.7,2.0,26.0,0.8,62.6,27.1,3.7,2.0,40.7,13.4,35.4,4.2,1.6,0.6,1.6,7.9,2.3,0.6,88.0,0.6,11.1
S01007151,4.8,8.6,1.9,2.0,3.3,69.4,25.2,2.4,1.8,1.2,43.5,50.5,0.9,3.9,38.4,13.8,19.4,3.4,2.0,2.3,5.0,8.1,1.3,2.1,87.6,1.5,3.9
S01007152,4.5,20.5,1.2,0.9,4.2,38.8,37.2,7.0,15.3,1.7,50.6,38.8,5.5,3.8,41.4,12.9,24.4,3.2,2.0,1.5,4.1,5.3,0.7,0.8,82.3,0.4,3.4
S01007153,3.2,12.2,1.9,0.5,4.1,29.8,31.2,36.3,2.7,0.0,40.2,43.7,10.8,3.5,40.1,13.6,25.2,2.9,2.9,2.2,3.3,6.1,1.9,0.3,81.1,0.7,10.8
S01007154,2.4,21.2,2.0,1.5,5.7,12.4,17.7,2.8,62.9,2.6,36.0,32.0,19.9,9.9,50.8,12.9,21.6,2.7,1.8,4.3,6.2,7.6,2.4,1.1,55.6,3.1,27.8
S01007155,4.3,13.9,1.9,0.5,4.2,15.9,49.0,16.2,17.5,0.3,41.3,36.4,13.1,4.9,43.1,16.0,24.7,3.6,1.1,2.9,3.6,7.6,2.1,0.0,72.5,1.0,7.9
S01007156,4.5,8.7,3.0,0.1,4.7,44.5,25.2,28.7,0.9,0.6,37.3,41.2,10.4,8.1,52.8,12.9,18.4,3.5,4.0,3.1,7.3,10.3,1.6,0.3,73.1,2.6,22.1
S01007157,4.8,8.8,5.1,1.2,3.5,9.1,39.5,43.4,7.7,0.3,20.4,44.8,26.2,6.5,50.5,14.5,11.5,1.7,4.7,4.3,9.0,11.8,1.1,0.4,65.2,1.1,14.7
S01007158,2.7,8.3,2.1,1.9,3.1,36.3,38.9,19.3,4.6,0.3,26.7,56.7,9.1,5.2,43.4,14.6,13.3,2.6,3.6,1.6,7.6,8.3,1.7,1.3,77.5,1.6,6.5
S01007159,7.4,8.0,5.8,2.3,5.7,7.0,34.4,19.5,37.9,0.7,25.8,35.9,27.5,7.6,56.6,13.5,16.9,4.0,4.2,4.5,9.8,13.9,2.9,0.2,54.5,1.7,8.6
S01007160,3.0,11.1,5.8,1.3,4.7,14.7,43.0,34.9,5.8,0.3,30.2,34.0,27.6,5.3,55.3,15.6,21.9,4.4,2.3,5.8,10.0,8.7,1.6,1.1,58.1,1.3,9.8
S01007161,3.8,13.7,4.4,0.6,4.1,21.5,34.7,30.7,11.7,0.6,36.6,37.5,12.9,9.1,49.8,12.9,18.7,5.6,4.0,3.1,10.2,8.4,2.5,0.6,73.2,1.9,8.2
S01007162,3.2,13.5,6.1,0.8,5.0,7.6,16.5,10.3,59.5,3.8,19.9,23.2,33.2,20.7,43.4,13.7,18.4,3.0,3.3,4.4,7.4,11.8,0.4,0.7,54.6,1.1,25.5
S01007163,3.0,18.9,2.9,1.0,4.8,25.2,54.1,14.3,5.7,0.7,42.9,34.7,15.3,4.3,50.9,13.4,27.1,3.6,1.7,2.0,5.6,10.8,1.3,0.8,81.6,1.8,9.9
S01007164,1.8,15.6,1.9,0.5,4.0,29.6,32.2,21.7,10.5,4.1,45.9,34.6,7.4,8.6,46.1,15.8,22.9,6.4,2.9,1.4,7.6,7.3,1.3,0.0,75.9,1.6,8.2
S01007165,4.0,18.1,1.2,1.2,2.8,34.6,33.1,12.0,11.4,4.7,42.4,38.2,4.8,12.4,35.1,15.9,19.6,4.0,2.2,2.6,5.5,5.5,2.3,0.6,85.2,0.9,3.3
S01007166,3.3,16.2,2.3,0.8,3.1,24.0,47.8,17.2,8.0,3.0,43.6,33.5,10.1,9.5,41.6,13.8,26.3,3.3,3.3,1.6,5.1,8.9,0.4,1.2,76.8,1.5,3.4
S01007167,3.3,12.0,2.0,1.1,4.4,60.8,34.1,3.6,0.9,0.6,52.6,40.5,2.1,3.6,39.2,13.3,25.0,2.8,2.3,2.4,2.8,9.8,1.8,0.6,92.7,0.6,2.4
S01007168,3.4,14.3,1.6,1.0,3.4,54.9,43.7,1.0,0.5,0.0,56.1,39.0,0.7,2.9,41.0,15.4,24.1,3.1,2.0,1.2,3.4,8.2,1.2,1.0,94.2,0.7,1.4
S01007169,3.4,12.1,2.0,2.0,4.1,56.6,26.0,4.6,12.5,0.3,38.0,38.3,18.1,4.6,39.2,18.0,18.5,5.8,2.0,1.8,6.7,5.7,1.3,1.2,79.1,1.2,3.4
S01007170,3.7,9.6,1.5,0.6,2.9,71.4,22.1,1.1,1.8,2.1,39.2,34.7,2.6,16.4,43.7,13.6,14.2,3.5,3.9,1.8,10.1,10.2,0.8,3.0,88.8,3.7,11.2
S01007171,5.4,4.6,1.2,0.2,3.2,54.5,18.9,3.7,1.6,2.1,32.7,27.7,3.3,31.6,51.5,11.7,13.3,3.0,1.8,2.1,4.3,16.7,3.0,1.1,78.3,9.9,9.3
S01007172,3.2,10.0,1.3,0.4,3.8,73.1,12.7,7.1,1.1,0.8,45.9,32.4,2.1,12.3,44.4,10.5,25.4,2.3,5.2,3.2,6.6,9.4,1.0,1.2,89.8,1.2,23.7
S01007173,3.2,5.9,2.7,0.3,1.8,51.9,26.6,16.7,4.5,0.3,26.0,60.6,5.5,5.8,47.5,16.1,11.1,4.5,2.8,2.0,6.0,6.6,0.9,1.5,84.1,1.2,4.6
S01007174,4.8,11.2,3.3,0.4,3.8,46.6,23.6,26.4,2.4,0.7,20.3,51.0,22.7,3.8,52.4,15.8,10.0,5.3,4.8,3.6,8.2,10.6,0.9,2.4,79.4,0.7,3.8
S01007175,3.6,17.7,2.1,0.3,5.9,22.4,57.8,16.8,2.0,1.0,41.8,30.3,11.9,9.5,59.9,15.3,23.7,3.4,3.7,3.4,3.7,13.8,1.7,1.0,78.6,0.3,11.6
S01007176,4.9,14.3,2.5,1.6,4.4,21.3,39.2,19.3,19.9,0.3,35.5,29.0,15.5,4.5,54.2,16.6,19.8,3.2,6.2,2.8,8.8,10.3,2.0,0.7,72.8,0.3,35.9
S01007177,7.3,12.4,5.4,1.1,4.1,5.8,11.3,38.2,44.0,0.6,23.8,26.4,42.6,5.0,57.7,14.8,20.5,3.7,3.5,5.0,18.8,15.9,2.0,0.0,52.8,1.7,52.8
S01007178,3.6,7.4,6.1,1.1,5.2,6.6,12.4,32.8,47.2,1.0,15.8,19.0,57.2,6.9,63.3,13.0,14.0,3.5,5.6,6.5,15.3,15.9,1.8,0.6,43.8,1.0,44.4
S01007179,2.5,21.2,0.9,1.1,3.2,66.1,30.0,1.6,2.3,0.0,57.0,35.2,3.4,2.6,50.9,18.2,24.0,3.4,1.3,2.9,4.6,5.7,0.7,0.3,91.9,0.3,4.9
S01007180,3.8,16.0,1.3,0.4,4.8,64.1,21.7,2.2,11.1,0.8,58.5,27.4,9.8,2.3,46.7,15.7,27.4,2.9,1.7,2.3,6.1,9.1,1.0,0.6,85.3,0.9,8.1
S01007181,2.1,23.8,1.7,0.7,3.2,41.2,28.9,14.8,6.5,7.1,47.6,36.6,7.3,6.6,48.9,12.0,23.7,6.1,2.5,5.4,5.3,5.2,1.5,0.9,83.0,0.0,7.9
S01007182,4.1,14.6,2.9,1.0,3.2,15.6,22.9,13.6,42.6,4.7,38.8,31.4,16.5,10.8,48.4,12.6,19.9,3.6,3.7,3.2,6.9,9.2,1.3,0.2,70.9,2.5,20.0
S01007183,4.4,11.9,2.3,0.9,5.3,11.7,14.6,33.8,37.0,2.9,27.1,31.1,28.2,10.4,54.5,12.6,19.7,3.7,3.0,4.8,8.1,11.3,2.2,0.2,62.5,2.0,15.0
S01007184,4.4,10.5,3.0,1.2,5.2,6.3,8.2,23.3,54.1,5.2,23.6,28.5,29.0,16.3,57.8,10.6,17.0,3.6,2.0,7.2,15.6,14.6,3.0,1.0,49.5,3.5,32.7
S01007185,5.4,13.4,6.0,1.2,5.5,5.0,6.3,15.2,66.5,3.6,15.4,20.6,48.1,12.1,64.6,15.2,14.8,4.0,5.5,9.2,15.7,18.7,1.8,0.7,45.3,1.2,24.6
S01007186,4.8,6.0,4.4,2.4,3.0,2.3,8.6,17.5,60.9,6.0,11.9,15.3,55.4,14.4,61.5,16.4,10.4,4.8,4.8,11.0,21.6,19.9,2.8,0.3,35.5,2.8,47.7
S01007187,3.6,10.4,3.6,2.9,3.4,3.5,6.7,11.7,65.2,5.0,14.1,17.3,41.2,24.3,58.6,13.5,16.6,3.1,3.1,6.8,14.3,16.6,2.6,0.6,42.4,2.2,31.3
S01007188,6.2,7.4,3.5,1.5,5.0,2.4,4.5,26.1,61.3,3.7,24.7,25.6,21.0,24.1,50.3,12.3,11.8,3.0,3.0,7.2,9.5,13.7,2.9,0.6,56.1,2.4,22.6
S01007189,3.2,12.9,2.1,1.2,4.1,11.8,13.9,16.6,52.8,4.3,20.2,18.9,49.2,9.3,65.1,13.0,19.2,3.8,2.6,7.2,16.0,15.0,2.8,0.2,44.3,2.8,26.9
S01007190,2.4,22.2,1.8,1.5,4.7,28.3,52.4,14.1,4.6,0.3,38.9,31.2,20.4,7.7,63.9,15.6,27.2,3.7,2.5,4.9,3.9,14.7,2.1,0.8,75.4,0.5,23.0
S01007191,5.7,7.5,3.6,1.8,4.2,6.8,27.2,41.2,22.2,2.2,26.6,30.7,24.1,15.0,63.4,18.2,15.1,2.2,3.1,4.2,14.5,20.9,2.4,0.7,56.9,4.7,41.6
S01007192,7.2,4.3,5.1,0.8,5.7,9.2,19.1,31.7,39.6,0.0,24.1,27.3,43.7,4.2,69.7,19.5,14.4,4.4,4.9,6.2,13.5,19.7,2.1,0.7,56.3,1.7,22.4
S01007193,5.8,5.8,3.3,0.9,6.5,3.1,37.6,54.1,5.2,0.0,19.7,41.2,32.9,3.8,68.1,14.0,13.1,6.1,5.0,7.0,10.4,22.0,1.1,2.4,72.0,5.9,37.7
S01007194,5.4,5.7,8.4,0.5,3.4,1.8,24.6,23.5,49.5,0.7,16.3,18.5,53.6,10.9,75.2,17.4,15.0,4.6,6.0,6.2,24.1,22.4,1.3,1.4,48.6,2.5,23.9
S01007195,3.5,9.7,6.4,1.6,5.0,12.0,40.1,32.6,15.3,0.0,27.0,23.6,43.0,4.6,64.9,14.0,16.5,6.0,5.5,4.8,16.2,20.0,3.6,2.1,64.6,1.7,14.3
S01007196,5.5,3.2,5.6,1.4,4.9,6.8,33.0,23.8,35.7,0.3,11.2,34.9,46.8,5.4,58.9,12.8,8.8,5.6,8.4,5.2,17.8,14.3,1.4,3.2,59.7,1.1,8.3
S01007197,6.3,3.7,9.3,0.8,3.5,5.4,22.2,6.4,64.0,1.7,6.3,9.4,77.6,5.9,64.3,17.6,9.7,4.1,5.2,7.9,28.2,22.8,1.5,2.1,37.8,1.4,43.0
S01007198,4.9,5.5,6.6,1.1,3.6,7.2,27.5,5.9,56.4,2.5,20.1,22.3,49.3,5.7,64.9,16.3,13.0,4.1,6.5,4.3,26.3,18.5,3.1,1.7,57.2,2.6,21.8
S01007199,8.6,6.5,5.0,1.4,6.3,6.0,14.6,20.3,58.9,0.3,15.7,21.6,57.8,4.2,67.6,17.3,12.6,6.8,6.3,7.9,20.6,22.9,3.1,4.2,54.2,1.6,16.7
S01007200,4.8,7.9,3.7,0.2,3.5,3.7,10.1,63.6,22.6,0.0,24.4,35.3,32.1,5.9,59.7,17.1,14.2,4.2,3.6,5.7,9.4,13.6,1.2,0.2,62.0,1.5,18.8
S01007201,5.7,13.6,3.0,0.3,4.7,17.8,35.3,22.9,23.7,0.3,33.4,28.6,33.1,3.1,63.7,13.3,21.0,3.9,4.3,5.7,11.3,10.3,2.5,0.3,68.3,1.4,20.3
S01007202,6.3,8.4,4.1,0.8,4.4,11.6,14.7,48.0,24.3,1.4,33.1,25.4,36.0,3.7,64.8,13.0,16.3,3.0,5.6,5.8,17.2,13.2,1.6,0.9,66.9,1.7,28.0
S01007203,3.8,10.3,2.0,0.2,3.3,6.6,30.5,59.0,3.9,0.0,26.8,46.0,21.2,4.0,60.6,17.9,16.5,3.3,3.1,5.6,7.4,14.5,1.6,1.6,72.4,0.8,6.4
S01007204,4.7,7.1,2.3,0.9,4.9,46.2,26.8,22.8,3.6,0.7,31.0,32.9,16.0,14.6,44.8,13.8,16.6,2.4,4.6,4.8,3.9,10.2,2.3,0.5,78.9,5.4,25.8
S01007205,5.8,11.2,1.6,0.3,3.5,67.2,23.2,8.1,0.4,0.7,36.5,30.4,4.2,20.2,45.8,13.1,18.4,7.4,3.9,3.3,5.0,11.4,1.4,2.7,86.7,2.3,13.7
S01007206,3.4,10.0,1.8,1.3,4.8,10.8,18.7,30.7,34.9,5.0,36.8,21.7,21.2,14.2,53.5,13.5,19.9,2.1,3.9,4.6,6.4,11.2,2.1,0.0,65.6,5.2,16.0
S01007207,4.3,10.4,3.3,1.3,4.0,20.0,44.1,14.6,19.7,0.9,37.6,34.8,18.1,7.4,54.8,16.4,20.1,2.5,3.4,2.9,7.0,10.9,2.2,0.2,76.2,1.0,16.4
S01007208,5.8,7.8,5.8,2.2,3.1,3.9,6.1,12.0,66.2,9.9,15.1,23.8,36.5,21.3,55.9,14.0,12.2,3.8,4.4,5.8,18.2,15.1,3.3,0.2,49.1,4.2,34.0
S01007209,2.6,17.7,3.9,2.9,3.6,4.3,9.8,16.9,44.6,14.4,27.2,21.1,20.1,26.7,54.8,13.8,14.6,2.9,2.9,6.6,9.8,12.3,2.7,0.5,60.9,3.3,24.9
S01007210,3.3,11.9,3.3,0.6,3.0,6.0,8.8,17.8,59.5,7.5,18.6,25.3,39.0,15.2,60.5,17.5,11.3,2.8,4.8,5.3,13.5,16.9,3.0,1.6,46.0,2.8,16.8
S01007211,3.6,7.6,4.3,1.4,4.8,5.3,12.0,25.9,51.2,5.7,22.1,19.5,48.6,7.8,60.2,15.2,18.5,4.4,4.0,7.2,12.4,16.8,2.3,0.8,53.8,4.2,34.3
S01007212,6.1,10.5,2.0,4.6,2.0,21.6,16.7,20.4,37.9,3.3,39.4,32.4,7.7,16.6,48.7,15.9,18.8,3.3,5.0,1.9,8.8,10.2,1.3,0.4,72.2,3.9,20.5
S01007213,3.7,16.9,1.9,1.1,3.4,16.8,24.7,16.1,33.6,8.9,42.6,27.0,13.7,13.2,52.2,15.4,21.5,4.0,4.0,2.8,7.0,13.5,1.1,0.5,74.2,2.4,14.9
S01007214,3.7,11.7,2.6,3.2,4.6,3.9,7.7,11.3,66.2,5.7,19.1,18.6,49.1,10.1,61.1,11.6,16.2,3.3,3.5,9.7,11.4,17.8,3.2,0.5,44.1,1.7,37.7
S01007215,2.7,12.2,3.1,2.5,2.7,14.7,13.7,15.6,42.4,7.3,25.9,25.4,27.2,18.4,56.6,15.1,16.2,3.5,3.2,4.9,10.5,11.9,3.5,1.0,52.1,3.0,21.7
S01007216,4.0,9.8,2.1,0.6,2.6,40.9,23.8,10.4,19.2,4.6,44.4,36.2,9.8,7.0,52.4,14.9,19.5,2.9,3.6,2.3,9.2,8.9,2.0,0.3,78.4,1.3,8.6
S01007217,5.6,8.2,4.3,1.7,4.6,8.2,19.2,49.1,22.6,0.4,25.2,27.8,37.2,8.5,65.1,17.3,14.0,4.2,4.8,6.6,10.3,18.8,3.3,0.4,59.1,1.3,24.6
S01007218,4.4,13.1,1.3,2.7,2.4,64.5,11.2,21.5,1.7,0.3,51.6,38.8,4.0,4.5,47.0,16.6,22.4,3.4,4.1,0.9,3.5,7.9,1.1,1.7,87.5,0.3,3.1
S01007219,4.3,8.8,3.6,0.9,2.6,15.4,8.5,53.7,21.9,0.3,21.5,33.9,37.8,3.9,62.8,16.0,19.6,3.7,2.8,5.8,6.6,13.5,1.0,0.3,58.5,0.5,33.4
S01007220,5.2,6.3,2.4,1.0,4.0,4.8,16.0,50.0,28.3,0.9,22.1,35.8,32.4,9.1,67.6,18.8,13.5,2.2,3.3,8.0,10.8,18.1,2.5,1.2,53.6,2.7,28.8
S01007221,5.5,10.3,1.6,1.7,3.3,60.9,23.6,5.4,1.4,0.0,41.4,42.9,8.8,6.2,45.3,15.2,19.7,3.2,5.2,2.1,5.8,3.0,1.3,1.1,85.0,1.1,5.5
S01007222,4.8,9.1,4.0,1.1,4.7,35.6,33.7,27.3,2.8,0.3,37.5,29.7,25.6,6.9,56.4,14.7,15.4,3.3,6.0,3.6,8.1,14.9,1.0,1.6,72.2,0.3,4.4
S01007223,4.7,8.1,0.9,0.4,2.3,81.0,13.0,3.5,2.0,0.5,38.5,49.0,1.5,9.5,41.6,18.3,13.4,2.5,4.6,2.5,7.9,6.0,1.7,1.5,91.5,0.5,2.0
S01007224,5.2,12.9,2.8,0.5,2.0,39.5,24.8,25.2,8.7,0.7,40.9,31.9,18.6,5.0,49.3,17.1,22.6,2.1,5.2,1.4,4.5,10.9,1.9,0.0,70.6,2.5,10.0
S01007225,3.1,8.8,1.5,1.4,3.6,57.1,22.8,16.5,0.8,2.4,37.1,35.2,4.9,18.4,47.2,15.8,16.1,3.0,4.3,3.4,3.1,11.4,1.4,0.8,85.4,2.7,14.4
S01007226,4.1,10.4,0.6,0.9,4.8,69.4,18.2,7.9,2.6,0.6,41.3,32.3,2.5,15.8,45.9,12.4,13.7,3.9,5.2,2.5,6.9,11.1,1.5,2.5,84.8,5.3,11.5
S01007227,4.2,12.7,2.0,1.1,4.6,31.0,34.8,24.8,7.6,1.6,36.5,37.9,17.2,5.2,50.9,14.4,21.7,2.9,2.1,3.4,8.0,11.3,1.1,1.4,77.2,1.2,16.9
S01007228,2.5,10.6,1.2,1.1,5.6,65.9,29.0,2.9,1.8,0.4,28.8,31.2,6.9,27.3,43.3,12.7,13.1,4.6,4.2,4.6,6.9,10.5,0.9,0.8,89.2,3.8,16.9
S01007229,4.1,7.0,1.1,0.6,3.4,68.5,22.7,4.9,1.4,2.3,29.7,30.5,3.3,25.7,48.6,13.5,13.5,3.9,3.8,2.6,4.5,9.7,1.9,1.5,85.1,4.4,9.9
S01007230,5.8,6.4,4.0,0.7,4.4,5.6,23.8,13.8,54.7,1.0,12.3,20.9,61.7,3.6,66.0,12.1,13.1,5.2,5.6,4.9,18.8,25.8,4.2,0.8,47.5,1.4,39.7
S01007231,4.1,8.0,4.7,1.0,3.4,3.5,17.5,16.3,59.4,2.8,15.3,20.7,43.5,16.9,70.0,12.0,19.1,4.9,5.3,5.3,16.1,21.7,4.7,1.1,44.1,1.9,39.8
S01007232,4.4,9.1,5.0,1.1,3.7,7.5,13.5,20.0,52.9,3.7,10.5,13.1,61.9,12.3,69.1,14.3,14.9,4.2,4.3,7.0,20.4,19.0,3.4,2.1,45.7,1.0,54.3
S01007233,5.8,10.0,2.8,1.6,3.8,21.3,16.2,26.4,32.3,3.5,30.8,31.1,25.1,11.0,60.9,13.6,16.1,3.2,3.9,3.4,12.1,14.0,3.3,0.9,65.7,2.9,28.8
S01007234,7.1,10.6,2.4,0.2,4.4,14.1,52.8,15.2,11.5,4.5,34.6,27.0,22.8,11.0,63.8,16.9,16.9,5.1,4.2,2.8,11.4,14.1,0.7,2.7,72.2,1.5,16.0
